"trip_id","duration","start_time","end_time","start_station","start_lat","start_lon","end_station","end_lat","end_lon","bike_id","plan_duration","trip_route_category","passholder_type","bike_type"
306788422,7,"2019-01-01 06:54:00","2019-01-01 07:01:00",3018,39.952728,-75.159790,3010,39.947109,-75.166183,14716,30,"One Way","Indego30","standard"
306788658,13,"2019-01-01 06:56:00","2019-01-01 07:09:00",3053,39.932308,-75.181541,3028,39.940609,-75.149582,11775,30,"One Way","Indego30","standard"
306788657,9,"2019-01-01 06:58:00","2019-01-01 07:07:00",3066,39.945610,-75.173477,3052,39.947319,-75.156952,14554,1,"One Way","Day Pass","standard"
306789131,9,"2019-01-01 07:10:00","2019-01-01 07:19:00",3123,39.980042,-75.170883,3075,39.967178,-75.161247,"05355",30,"One Way","Indego30","standard"
306789604,12,"2019-01-01 07:14:00","2019-01-01 07:26:00",3051,39.967442,-75.175072,3033,39.950050,-75.156723,14709,30,"One Way","Indego30","standard"
306789603,6,"2019-01-01 07:19:00","2019-01-01 07:25:00",3056,39.976688,-75.158127,3075,39.967178,-75.161247,"03729",30,"One Way","Indego30","standard"
306790311,14,"2019-01-01 07:27:00","2019-01-01 07:41:00",3108,39.953159,-75.165512,3057,39.964439,-75.179947,"02629",30,"One Way","Indego30","standard"
306790548,18,"2019-01-01 07:31:00","2019-01-01 07:49:00",3038,39.947811,-75.194092,3098,39.934311,-75.160423,11921,30,"One Way","Indego30","standard"
306790310,10,"2019-01-01 07:33:00","2019-01-01 07:43:00",3038,39.947811,-75.194092,3066,39.945610,-75.173477,"03678",365,"One Way","Indego365","standard"
306791023,8,"2019-01-01 07:47:00","2019-01-01 07:55:00",3038,39.947811,-75.194092,3012,39.942181,-75.177467,"03411",365,"One Way","Indego365","standard"
306791734,14,"2019-01-01 07:56:00","2019-01-01 08:10:00",3038,39.947811,-75.194092,3000,"","","02611",30,"One Way","Indego30","standard"
306791259,6,"2019-01-01 07:58:00","2019-01-01 08:04:00",3032,39.945271,-75.179710,3022,39.954720,-75.183228,"02692",365,"One Way","Indego365","standard"
306791496,11,"2019-01-01 07:58:00","2019-01-01 08:09:00",3124,39.952950,-75.139793,3069,39.937038,-75.150383,"05125",365,"One Way","Indego365","standard"
306791970,16,"2019-01-01 08:03:00","2019-01-01 08:19:00",3150,39.928841,-75.170212,3168,39.951340,-75.173943,"02701",30,"One Way","Indego30","standard"
306792684,10,"2019-01-01 08:21:00","2019-01-01 08:31:00",3155,39.940182,-75.154419,3004,39.953781,-75.163742,14675,30,"One Way","Indego30","standard"
306792445,5,"2019-01-01 08:22:00","2019-01-01 08:27:00",3039,39.971210,-75.159698,3031,39.980049,-75.155220,14666,30,"One Way","Indego30","standard"
306792682,10,"2019-01-01 08:24:00","2019-01-01 08:34:00",3053,39.932308,-75.181541,3190,39.948921,-75.169907,"03726",1,"One Way","Day Pass","standard"
306793867,25,"2019-01-01 08:31:00","2019-01-01 08:56:00",3155,39.940182,-75.154419,3155,39.940182,-75.154419,14638,30,"Round Trip","Indego30","standard"
306793866,24,"2019-01-01 08:33:00","2019-01-01 08:57:00",3155,39.940182,-75.154419,3155,39.940182,-75.154419,11942,1,"Round Trip","Day Pass","standard"
306793627,10,"2019-01-01 08:41:00","2019-01-01 08:51:00",3068,39.935490,-75.167107,3182,39.950809,-75.169533,"05220",30,"One Way","Indego30","standard"
306793624,8,"2019-01-01 08:43:00","2019-01-01 08:51:00",3154,39.959240,-75.158211,3010,39.947109,-75.166183,14636,30,"One Way","Indego30","standard"
306793625,11,"2019-01-01 08:43:00","2019-01-01 08:54:00",3098,39.934311,-75.160423,3010,39.947109,-75.166183,11921,365,"One Way","Indego365","standard"
306793622,10,"2019-01-01 08:44:00","2019-01-01 08:54:00",3098,39.934311,-75.160423,3010,39.947109,-75.166183,11958,365,"One Way","IndegoFlex","standard"
306793623,6,"2019-01-01 08:44:00","2019-01-01 08:50:00",3102,39.967590,-75.179520,3116,39.960060,-75.171982,"03668",365,"One Way","Indego365","standard"
306793621,7,"2019-01-01 08:45:00","2019-01-01 08:52:00",3114,39.937752,-75.180122,3068,39.935490,-75.167107,"03504",30,"One Way","Indego30","standard"
306803317,218,"2019-01-01 08:45:00","2019-01-01 12:23:00",3117,39.978409,-75.223991,3117,39.978409,-75.223991,"03276",30,"Round Trip","Indego30","standard"
306794100,16,"2019-01-01 08:47:00","2019-01-01 09:03:00",3100,39.927769,-75.151031,3045,39.947922,-75.162369,"03715",30,"One Way","Indego30","standard"
306793858,9,"2019-01-01 08:49:00","2019-01-01 08:58:00",3032,39.945271,-75.179710,3007,39.945171,-75.159927,"05184",30,"One Way","Indego30","standard"
306794582,5,"2019-01-01 09:07:00","2019-01-01 09:12:00",3020,39.949219,-75.190361,3170,39.944260,-75.181343,14482,365,"One Way","Indego365","standard"
306796022,22,"2019-01-01 09:19:00","2019-01-01 09:41:00",3088,39.969841,-75.141800,3010,39.947109,-75.166183,"02517",30,"One Way","Indego30","standard"
306795781,16,"2019-01-01 09:21:00","2019-01-01 09:37:00",3102,39.967590,-75.179520,3190,39.948921,-75.169907,11735,30,"One Way","Indego30","standard"
306974031,1440,"2019-01-01 09:27:00","2019-01-03 11:40:00",3073,39.961430,-75.152420,3000,"","","03436",1,"One Way","Day Pass","standard"
306797216,39,"2019-01-01 09:29:00","2019-01-01 10:08:00",3100,39.927769,-75.151031,3100,39.927769,-75.151031,"03375",1,"Round Trip","Day Pass","standard"
306796498,18,"2019-01-01 09:32:00","2019-01-01 09:50:00",3054,39.962502,-75.174202,3010,39.947109,-75.166183,14678,30,"One Way","Indego30","standard"
306796497,11,"2019-01-01 09:40:00","2019-01-01 09:51:00",3163,39.949741,-75.180969,3054,39.962502,-75.174202,11864,30,"One Way","Indego30","standard"
306796495,11,"2019-01-01 09:41:00","2019-01-01 09:52:00",3016,39.968922,-75.154701,3050,39.953388,-75.154259,11035,30,"One Way","Indego30","standard"
306796974,18,"2019-01-01 09:44:00","2019-01-01 10:02:00",3075,39.967178,-75.161247,3021,39.953899,-75.169022,14657,30,"One Way","Indego30","standard"
306796972,5,"2019-01-01 09:57:00","2019-01-01 10:02:00",3046,39.950119,-75.144722,3026,39.941380,-75.145638,11869,365,"One Way","Indego365","standard"
306799509,60,"2019-01-01 09:57:00","2019-01-01 10:57:00",3022,39.954720,-75.183228,3125,39.943909,-75.167351,"05187",365,"One Way","IndegoFlex","standard"
306797441,12,"2019-01-01 09:59:00","2019-01-01 10:11:00",3012,39.942181,-75.177467,3159,39.951210,-75.199623,14720,365,"One Way","Indego365","standard"
306797439,11,"2019-01-01 10:01:00","2019-01-01 10:12:00",3007,39.945171,-75.159927,3114,39.937752,-75.180122,14495,30,"One Way","Indego30","standard"
306798138,25,"2019-01-01 10:03:00","2019-01-01 10:28:00",3022,39.954720,-75.183228,3163,39.949741,-75.180969,"03590",1,"One Way","Day Pass","standard"
306797669,10,"2019-01-01 10:05:00","2019-01-01 10:15:00",3163,39.949741,-75.180969,3114,39.937752,-75.180122,"03529",30,"One Way","Indego30","standard"
306798136,24,"2019-01-01 10:05:00","2019-01-01 10:29:00",3168,39.951340,-75.173943,3025,39.937241,-75.161201,"03659",1,"One Way","Day Pass","standard"
306797900,15,"2019-01-01 10:06:00","2019-01-01 10:21:00",3025,39.937241,-75.161201,3012,39.942181,-75.177467,"02648",30,"One Way","Indego30","standard"
306798135,23,"2019-01-01 10:06:00","2019-01-01 10:29:00",3168,39.951340,-75.173943,3025,39.937241,-75.161201,11019,1,"One Way","Day Pass","standard"
306798133,22,"2019-01-01 10:07:00","2019-01-01 10:29:00",3168,39.951340,-75.173943,3025,39.937241,-75.161201,11891,1,"One Way","Day Pass","standard"
306797667,9,"2019-01-01 10:08:00","2019-01-01 10:17:00",3108,39.953159,-75.165512,3185,39.951691,-75.158882,11764,365,"One Way","Indego365","standard"
306797668,11,"2019-01-01 10:08:00","2019-01-01 10:19:00",3068,39.935490,-75.167107,3069,39.937038,-75.150383,14507,30,"One Way","Indego30","standard"
306799054,36,"2019-01-01 10:10:00","2019-01-01 10:46:00",3024,39.948219,-75.209084,3102,39.967590,-75.179520,11173,30,"One Way","Indego30","standard"
306803077,129,"2019-01-01 10:10:00","2019-01-01 12:19:00",3166,39.972351,-75.134453,3021,39.953899,-75.169022,11765,1,"One Way","Day Pass","standard"
306798130,14,"2019-01-01 10:12:00","2019-01-01 10:26:00",3052,39.947319,-75.156952,3060,39.959229,-75.170357,14616,365,"One Way","Indego365","standard"
306797897,11,"2019-01-01 10:13:00","2019-01-01 10:24:00",3053,39.932308,-75.181541,3156,39.953812,-75.174072,"03289",365,"One Way","Indego365","standard"
306798365,20,"2019-01-01 10:13:00","2019-01-01 10:33:00",3158,39.925522,-75.169037,3032,39.945271,-75.179710,14561,1,"One Way","Day Pass","standard"
306798363,11,"2019-01-01 10:19:00","2019-01-01 10:30:00",3020,39.949219,-75.190361,3125,39.943909,-75.167351,"02518",30,"One Way","Indego30","standard"
306799049,20,"2019-01-01 10:25:00","2019-01-01 10:45:00",3153,39.972160,-75.129936,3049,39.945091,-75.142502,14487,1,"One Way","Day Pass","standard"
306798594,12,"2019-01-01 10:26:00","2019-01-01 10:38:00",3046,39.950119,-75.144722,3187,39.957249,-75.172318,14703,1,"One Way","Day Pass","standard"
306799047,18,"2019-01-01 10:27:00","2019-01-01 10:45:00",3153,39.972160,-75.129936,3049,39.945091,-75.142502,"03399",1,"One Way","Day Pass","standard"
306798823,12,"2019-01-01 10:30:00","2019-01-01 10:42:00",3052,39.947319,-75.156952,3012,39.942181,-75.177467,14620,365,"One Way","Indego365","standard"
306799488,27,"2019-01-01 10:30:00","2019-01-01 10:57:00",3163,39.949741,-75.180969,3125,39.943909,-75.167351,11710,1,"One Way","Day Pass","standard"
306798593,4,"2019-01-01 10:31:00","2019-01-01 10:35:00",3012,39.942181,-75.177467,3066,39.945610,-75.173477,"03564",365,"One Way","Indego365","standard"
306798821,8,"2019-01-01 10:33:00","2019-01-01 10:41:00",3167,39.950249,-75.160278,3182,39.950809,-75.169533,"05351",30,"One Way","Indego30","standard"
306799267,17,"2019-01-01 10:33:00","2019-01-01 10:50:00",3108,39.953159,-75.165512,3054,39.962502,-75.174202,11732,30,"One Way","Indego30","standard"
306799043,14,"2019-01-01 10:34:00","2019-01-01 10:48:00",3065,39.970699,-75.151711,3054,39.962502,-75.174202,"03660",30,"One Way","Indego30","standard"
306799483,23,"2019-01-01 10:34:00","2019-01-01 10:57:00",3052,39.947319,-75.156952,3068,39.935490,-75.167107,"03534",30,"One Way","Indego30","standard"
306798820,7,"2019-01-01 10:35:00","2019-01-01 10:42:00",3158,39.925522,-75.169037,3068,39.935490,-75.167107,"03449",30,"One Way","Indego30","standard"
306800378,44,"2019-01-01 10:35:00","2019-01-01 11:19:00",3190,39.948921,-75.169907,3062,39.951969,-75.179428,"03535",30,"One Way","Indego30","standard"
306798592,1,"2019-01-01 10:36:00","2019-01-01 10:37:00",3032,39.945271,-75.179710,3032,39.945271,-75.179710,11722,1,"Round Trip","Day Pass","standard"
306800375,43,"2019-01-01 10:36:00","2019-01-01 11:19:00",3190,39.948921,-75.169907,3062,39.951969,-75.179428,"02722",30,"One Way","Indego30","standard"
306800374,39,"2019-01-01 10:38:00","2019-01-01 11:17:00",3032,39.945271,-75.179710,3113,39.974720,-75.197807,"03338",1,"One Way","Day Pass","standard"
306799925,26,"2019-01-01 10:39:00","2019-01-01 11:05:00",3078,39.953548,-75.171921,3078,39.953548,-75.171921,"03575",30,"Round Trip","Indego30","standard"
306799480,14,"2019-01-01 10:41:00","2019-01-01 10:55:00",3046,39.950119,-75.144722,3185,39.951691,-75.158882,11943,30,"One Way","Indego30","standard"
306814684,30,"2019-01-01 10:42:00","2019-01-01 11:12:00",3112,39.953732,-75.218246,3000,"","",14581,365,"One Way","Indego365","standard"
306799261,10,"2019-01-01 10:44:00","2019-01-01 10:54:00",3010,39.947109,-75.166183,3098,39.934311,-75.160423,"02517",30,"One Way","Indego30","standard"
306799259,8,"2019-01-01 10:45:00","2019-01-01 10:53:00",3073,39.961430,-75.152420,3088,39.969841,-75.141800,11715,30,"One Way","Indego30","standard"
306799698,15,"2019-01-01 10:48:00","2019-01-01 11:03:00",3114,39.937752,-75.180122,3028,39.940609,-75.149582,14495,30,"One Way","Indego30","standard"
306800366,31,"2019-01-01 10:48:00","2019-01-01 11:19:00",3104,39.966640,-75.192093,3104,39.966640,-75.192093,"03527",30,"Round Trip","Indego30","standard"
306799697,15,"2019-01-01 10:49:00","2019-01-01 11:04:00",3121,39.974140,-75.180222,3168,39.951340,-75.173943,"03480",30,"One Way","Indego30","standard"
306799257,4,"2019-01-01 10:50:00","2019-01-01 10:54:00",3075,39.967178,-75.161247,3154,39.959240,-75.158211,"03729",30,"One Way","Indego30","standard"
306799693,7,"2019-01-01 10:53:00","2019-01-01 11:00:00",3185,39.951691,-75.158882,3045,39.947922,-75.162369,"02673",30,"One Way","Indego30","standard"
306799694,10,"2019-01-01 10:53:00","2019-01-01 11:03:00",3010,39.947109,-75.166183,3098,39.934311,-75.160423,11958,30,"One Way","Indego30","standard"
306800361,22,"2019-01-01 10:53:00","2019-01-01 11:15:00",3035,39.962711,-75.194191,3125,39.943909,-75.167351,11915,1,"One Way","Day Pass","standard"
306800359,22,"2019-01-01 10:54:00","2019-01-01 11:16:00",3035,39.962711,-75.194191,3125,39.943909,-75.167351,"05231",1,"One Way","Day Pass","standard"
306807871,195,"2019-01-01 10:55:00","2019-01-01 14:10:00",3035,39.962711,-75.194191,3125,39.943909,-75.167351,11015,1,"One Way","Day Pass","standard"
306799691,4,"2019-01-01 10:56:00","2019-01-01 11:00:00",3066,39.945610,-75.173477,3125,39.943909,-75.167351,"03678",365,"One Way","Indego365","standard"
306799692,6,"2019-01-01 10:56:00","2019-01-01 11:02:00",3164,39.928139,-75.165154,3034,39.933151,-75.162483,"02507",30,"One Way","Indego30","standard"
306800132,13,"2019-01-01 10:58:00","2019-01-01 11:11:00",3049,39.945091,-75.142502,3030,39.939350,-75.157158,"03364",1,"One Way","Day Pass","standard"
306800131,12,"2019-01-01 10:59:00","2019-01-01 11:11:00",3049,39.945091,-75.142502,3030,39.939350,-75.157158,14486,1,"One Way","Day Pass","standard"
306799690,5,"2019-01-01 11:00:00","2019-01-01 11:05:00",3064,39.938400,-75.173271,3066,39.945610,-75.173477,"03522",30,"One Way","Indego30","standard"
306799910,5,"2019-01-01 11:00:00","2019-01-01 11:05:00",3066,39.945610,-75.173477,3064,39.938400,-75.173271,"03564",30,"One Way","Indego30","standard"
306800128,7,"2019-01-01 11:04:00","2019-01-01 11:11:00",3100,39.927769,-75.151031,3034,39.933151,-75.162483,14663,30,"One Way","Indego30","standard"
306800352,15,"2019-01-01 11:04:00","2019-01-01 11:19:00",3033,39.950050,-75.156723,3100,39.927769,-75.151031,"03421",30,"One Way","Indego30","standard"
306800582,17,"2019-01-01 11:04:00","2019-01-01 11:21:00",3007,39.945171,-75.159927,3038,39.947811,-75.194092,"05290",30,"One Way","Indego30","standard"
306799909,5,"2019-01-01 11:05:00","2019-01-01 11:10:00",3030,39.939350,-75.157158,3052,39.947319,-75.156952,14704,30,"One Way","Indego30","standard"
306800347,10,"2019-01-01 11:07:00","2019-01-01 11:17:00",3030,39.939350,-75.157158,3026,39.941380,-75.145638,11878,30,"One Way","Indego30","standard"
306800348,10,"2019-01-01 11:07:00","2019-01-01 11:17:00",3025,39.937241,-75.161201,3099,39.934010,-75.150940,"03518",30,"One Way","Indego30","standard"
306800349,10,"2019-01-01 11:07:00","2019-01-01 11:17:00",3030,39.939350,-75.157158,3026,39.941380,-75.145638,"03374",30,"One Way","Indego30","standard"
306801933,42,"2019-01-01 11:08:00","2019-01-01 11:50:00",3078,39.953548,-75.171921,3056,39.976688,-75.158127,"02686",30,"One Way","Indego30","standard"
306800126,4,"2019-01-01 11:10:00","2019-01-01 11:14:00",3028,39.940609,-75.149582,3101,39.942951,-75.159554,11775,30,"One Way","Indego30","standard"
306800345,3,"2019-01-01 11:13:00","2019-01-01 11:16:00",3052,39.947319,-75.156952,3167,39.950249,-75.160278,14704,30,"One Way","Indego30","standard"
306800574,10,"2019-01-01 11:14:00","2019-01-01 11:24:00",3024,39.948219,-75.209084,3011,39.959492,-75.196899,11013,365,"One Way","Indego365","standard"
306800344,3,"2019-01-01 11:15:00","2019-01-01 11:18:00",3114,39.937752,-75.180122,3012,39.942181,-75.177467,11012,1,"One Way","Day Pass","standard"
306800572,9,"2019-01-01 11:15:00","2019-01-01 11:24:00",3051,39.967442,-75.175072,3078,39.953548,-75.171921,"03486",30,"One Way","Indego30","standard"
306800571,4,"2019-01-01 11:19:00","2019-01-01 11:23:00",3101,39.942951,-75.159554,3028,39.940609,-75.149582,11775,30,"One Way","Indego30","standard"
306802802,54,"2019-01-01 11:20:00","2019-01-01 12:14:00",3040,39.962891,-75.166061,3156,39.953812,-75.174072,"05192",365,"One Way","Indego365","standard"
306834962,10,"2019-01-01 11:21:00","2019-01-01 11:31:00",3054,39.962502,-75.174202,3000,"","","02598",30,"One Way","Indego30","standard"
306801018,7,"2019-01-01 11:23:00","2019-01-01 11:30:00",3007,39.945171,-75.159927,3155,39.940182,-75.154419,"03363",30,"One Way","Indego30","standard"
306800795,4,"2019-01-01 11:24:00","2019-01-01 11:28:00",3024,39.948219,-75.209084,3006,39.952202,-75.203110,11795,30,"One Way","Indego30","standard"
306801016,9,"2019-01-01 11:24:00","2019-01-01 11:33:00",3012,39.942181,-75.177467,3182,39.950809,-75.169533,"05145",30,"One Way","Indego30","standard"
306801471,20,"2019-01-01 11:24:00","2019-01-01 11:44:00",3022,39.954720,-75.183228,3190,39.948921,-75.169907,"02692",1,"One Way","Day Pass","standard"
306801473,20,"2019-01-01 11:24:00","2019-01-01 11:44:00",3022,39.954720,-75.183228,3190,39.948921,-75.169907,11907,1,"One Way","Day Pass","standard"
306801241,11,"2019-01-01 11:25:00","2019-01-01 11:36:00",3007,39.945171,-75.159927,3046,39.950119,-75.144722,11856,1,"One Way","Day Pass","standard"
306801469,20,"2019-01-01 11:25:00","2019-01-01 11:45:00",3022,39.954720,-75.183228,3190,39.948921,-75.169907,14643,1,"One Way","Day Pass","standard"
306801015,8,"2019-01-01 11:26:00","2019-01-01 11:34:00",3028,39.940609,-75.149582,3045,39.947922,-75.162369,14495,365,"One Way","Indego365","standard"
306801239,9,"2019-01-01 11:27:00","2019-01-01 11:36:00",3026,39.941380,-75.145638,3026,39.941380,-75.145638,"02710",30,"Round Trip","Indego30","standard"
306801465,15,"2019-01-01 11:28:00","2019-01-01 11:43:00",3006,39.952202,-75.203110,3170,39.944260,-75.181343,15051,30,"One Way","Indego30","electric"
306801014,4,"2019-01-01 11:30:00","2019-01-01 11:34:00",3066,39.945610,-75.173477,3064,39.938400,-75.173271,"03522",30,"One Way","Indego30","standard"
306801237,6,"2019-01-01 11:30:00","2019-01-01 11:36:00",3045,39.947922,-75.162369,3066,39.945610,-75.173477,14610,30,"One Way","Indego30","standard"
